customerid,segment,monetary,frequency,recency,predicted_clv,clv_tier,churn_probability,churn_flag,purchase_window_label,pw_prob_active,pw_prob_warming,pw_prob_dormant,campaign_priority_score,rfm_enhanced_cluster
12835.0,Can't Lose Them,6043.31,41,428,9038.625999908445,Premium,0.6191639607134494,1,Dormant,2.0092818645166973e-07,3.3840308402666134e-07,0.9999994606687295,5.6402,3
14081.0,Can't Lose Them,5370.1,10,302,5810.567513805491,Premium,0.650547083044219,1,Dormant,1.5413793040179432e-07,3.042658463744988e-07,0.9999995415962232,5.6387,3
18073.0,Lost,3877.52,12,114,7814.8503191745995,Premium,0.6272484790568076,1,Dormant,2.4696516952927917e-07,3.6818921945357867e-07,0.999999384845611,5.6226,2
13685.0,Loyal Customers,3119.44,7,3,7483.726149130484,Premium,0.6272484790568076,1,Active,0.9999995379011123,2.874095154970518e-07,1.7468937219739998e-07,5.5954,2
13958.0,Can't Lose Them,4709.2300000000005,8,380,4441.667439969892,Premium,0.6608580366926456,1,Dormant,1.3883444064345312e-07,2.1469749109945328e-07,0.9999996464680683,5.5506,3
14439.0,Can't Lose Them,9443.04,5,320,5147.607892044667,Premium,0.6458284521545495,1,Dormant,1.256813240089703e-07,1.838120037173356e-07,0.9999996905066723,5.5196,3
14249.0,Can't Lose Them,5625.461,12,411,4084.7599703865144,Premium,0.6619638251594925,1,Dormant,1.5318175029786014e-07,2.3894860366787745e-07,0.9999996078696459,5.5044,3
13924.0,Loyal Customers,1838.85,6,2,4160.905480525261,Premium,0.6578877521640424,1,Active,0.9999996651946346,1.871295315316578e-07,1.476758338749891e-07,5.4827,2
17829.0,Can't Lose Them,4756.74,5,299,4216.5944877880665,Premium,0.6567566270450067,1,Dormant,1.2304734584672506e-07,1.8381201862966586e-07,0.9999996931406354,5.482,3
14432.0,Loyal Customers,2255.51,6,10,4119.194561831304,Premium,0.6578877521640424,1,Active,0.9999996374658753,2.0916548053766054e-07,1.5336864414836757e-07,5.476,2
12685.0,Loyal Customers,2863.08,6,28,4113.647291219659,Premium,0.6578877521640424,1,Active,0.9999995300351611,2.741641620384945e-07,1.9580067695699803e-07,5.4751,2
16546.0,Can't Lose Them,5606.47,5,291,4105.676704231448,Premium,0.6578877521640424,1,Dormant,1.2824514700808331e-07,1.9387536634562945e-07,0.9999996778794867,5.4739,3
12469.0,At Risk,3070.54,2,523,3970.7277140137244,Premium,0.6601245048539391,1,Dormant,1.2344861386610983e-07,1.533105927130275e-07,0.9999997232407933,5.4704,1
14590.0,Can't Lose Them,3006.62,20,425,4490.336154661857,Premium,0.650097062888202,1,Dormant,1.661985813928511e-07,3.0704019367032397e-07,0.9999995267612248,5.4673,3
12377.0,About To Sleep,3426.32,4,315,3842.6136946013066,Premium,0.6608014143435005,1,Dormant,1.2296121191115054e-07,1.6707815352798635e-07,0.9999997099606346,5.4544,3
15222.0,Can't Lose Them,3550.91,11,319,5075.555392912287,Premium,0.6383761264022594,1,Dormant,1.3068418285329946e-07,2.469286412939814e-07,0.9999996223871759,5.4469,3
17307.0,Can't Lose Them,3999.89,11,395,4332.041004606752,Premium,0.650097062888202,1,Dormant,1.4253661265133368e-07,2.3644041439295419e-07,0.9999996210229729,5.4439,3
12623.0,Can't Lose Them,3747.84,7,276,3912.5294483139037,Premium,0.6565212199211377,1,Dormant,1.266958971145154e-07,1.7565029731534376e-07,0.9999996976538056,5.4309,3
13044.0,Can't Lose Them,4853.9,11,291,4905.133970072525,Premium,0.6383761264022594,1,Dormant,1.4155646421134728e-07,2.5106548341530196e-07,0.9999996073780524,5.4251,3
17138.0,Can't Lose Them,4417.27,7,276,3831.1716045146995,Premium,0.6565212199211377,1,Dormant,1.243403819035941e-07,1.7878187376271885e-07,0.9999996968777445,5.4171,3
16360.0,Loyal Customers,3512.53,6,5,3761.0667820511912,Premium,0.6578877521640424,1,Active,0.9999996348800416,2.1294513032553782e-07,1.5217482807132905e-07,5.4162,2
13949.0,Loyal Customers,2427.32,6,3,3709.625927884926,Premium,0.6578877521640424,1,Active,0.9999996289056867,2.12796693378176e-07,1.582976196677225e-07,5.4072,2
12569.0,Champions,4124.6900000000005,32,2,6396.909402633411,Premium,0.616040671886701,1,Active,0.9999996650595921,1.734283495386294e-07,1.615120582363182e-07,5.3988,2
16749.0,At Risk,4387.08,2,591,3416.7728804334015,Premium,0.6630853147104254,1,Dormant,1.2273495712306578e-07,1.581547968362248e-07,0.999999719110246,5.3954,3
16718.0,Can't Lose Them,3647.53,5,369,3561.980850971761,Premium,0.6594654138349123,1,Dormant,1.2291005926925757e-07,1.836084363285931e-07,0.9999996934815043,5.3933,3
13031.0,Can't Lose Them,3419.27,5,407,3619.4768576744545,Premium,0.6578877521640424,1,Dormant,1.2688072594287374e-07,1.5643083114188633e-07,0.999999716688443,5.391,3
14547.0,Loyal Customers,4007.54,8,4,5351.514655302511,Premium,0.6272484790568076,1,Active,0.999999581055213,2.4474152853621245e-07,1.7420325845770418e-07,5.3851,2
17145.0,Can't Lose Them,3120.91,4,513,3354.2377355411822,Premium,0.6630853147104254,1,Dormant,1.255959806055221e-07,1.6707816236915765e-07,0.9999997073258571,5.3831,3
15633.0,Can't Lose Them,4352.46,13,509,3925.9666416132154,Premium,0.650097062888202,1,Dormant,1.3795996388439758e-07,2.379132303715447e-07,0.9999996241268058,5.38,3
17656.0,Lost,1674.69,5,73,3533.97211045111,Premium,0.6578877521640424,1,Warming,2.1919982567820354e-07,0.9999992432539948,5.375461794914102e-07,5.3752,2
13214.0,Can't Lose Them,3264.23,7,418,3927.1735164401116,Premium,0.6494461811765511,1,Dormant,1.2682983345849508e-07,1.6523889854813256e-07,0.9999997079312679,5.3748,3
14685.0,Can't Lose Them,4619.79,8,576,3402.7527918937467,Premium,0.6608580366926456,1,Dormant,1.282413951114267e-07,1.7746433043674706e-07,0.9999996942942744,5.3745,3
15993.0,Loyal Customers,2797.57,7,9,5170.444471067351,Premium,0.6272484790568076,1,Active,0.9999995631318387,2.5646671973952914e-07,1.8040144162052722e-07,5.3635,2
13935.0,At Risk,6116.92,3,597,3199.470417433661,Premium,0.6630853147104254,1,Dormant,1.2607004707950132e-07,1.559541353036754e-07,0.9999997179758175,5.3518,3
17444.0,Need Attention,2940.04,3,148,5037.972373944084,Premium,0.6272484790568076,1,Dormant,1.5798677106237335e-07,2.937818937372624e-07,0.9999995482313351,5.3473,2
17813.0,Loyal Customers,1770.88,5,14,3337.019826365728,Premium,0.6578877521640424,1,Active,0.9999995661950424,2.727932409105563e-07,1.6101171675190097e-07,5.3375,2
15808.0,Can't Lose Them,18409.93,21,306,12729.142870769334,Premium,0.5621196073829872,1,Dormant,1.6308821559933605e-07,2.8447599473649387e-07,0.9999995524357896,5.313,3
17434.0,Loyal Customers,2373.82,7,2,3146.9939519481086,Premium,0.6578877521640424,1,Active,0.9999996740928595,1.808799998489689e-07,1.4502714077769512e-07,5.299,2
15789.0,Can't Lose Them,1962.01,6,358,3145.24872037167,Premium,0.6578877521640424,1,Dormant,1.252236432300614e-07,1.5438744096584546e-07,0.9999997203889157,5.2986,3
15235.0,Can't Lose Them,2937.81,16,218,4214.484078066594,Premium,0.6348204773029964,1,Dormant,2.4588883984256025e-07,3.6589467308066465e-07,0.9999993882164872,5.2985,3
16858.0,Can't Lose Them,4668.28,10,369,3432.3317890364888,Premium,0.650097062888202,1,Dormant,1.5766413862175085e-07,2.9975757983503185e-07,0.9999995425782816,5.2926,3
13395.0,Potential Loyalists,1180.23,3,185,2976.414582126423,Premium,0.6608014143435005,1,Dormant,1.2446926023514743e-07,1.6540422015458427e-07,0.9999997101265196,5.2856,3
17876.0,About To Sleep,3424.02,3,400,2855.991579020093,Premium,0.6626562296127014,1,Dormant,1.2284945048549817e-07,1.6445600670178739e-07,0.9999997126945427,5.2731,3
13093.0,Can't Lose Them,54943.65,55,276,28667.795553839747,Premium,0.5134202425572008,1,Dormant,3.3145704330247096e-07,4.829947153994423e-07,0.9999991855482414,5.2695,3
17978.0,Can't Lose Them,1461.76,4,365,3541.057397629207,Premium,0.6438300197655576,1,Dormant,1.2411361211021324e-07,1.8523601464502634e-07,0.9999996906503732,5.2617,3
17032.0,Can't Lose Them,3004.6,8,548,2851.053065616966,Premium,0.6608580366926456,1,Dormant,1.251654653339865e-07,1.7691778230981334e-07,0.9999996979167525,5.2577,3
17465.0,Can't Lose Them,2542.79,7,426,2783.5053541106527,Premium,0.6619638251594925,1,Dormant,1.2522362437224954e-07,1.6473176274137136e-07,0.9999997100446129,5.2506,3
14025.0,Can't Lose Them,4057.9,8,465,2917.5025052871715,Premium,0.6578877521640424,1,Dormant,1.2970167328035288e-07,2.229017128611715e-07,0.999999647396614,5.2492,3
15015.0,Can't Lose Them,2365.02,13,501,2759.92039098818,Premium,0.6619638251594925,1,Dormant,1.3808843204965775e-07,2.3619131011357948e-07,0.9999996257202579,5.245,3
16072.0,Can't Lose Them,4328.89,4,288,3481.460487303635,Premium,0.6427390696385198,1,Dormant,1.3007408966981185e-07,1.7657982261554014e-07,0.9999996933460876,5.2419,3
16105.0,Can't Lose Them,2386.19,5,249,2806.553376176592,Premium,0.6601245048539391,1,Dormant,1.222908416601275e-07,1.8268227727963837e-07,0.999999695026881,5.2414,3
12806.0,At Risk,2878.96,4,435,2750.9666573866625,Premium,0.6601245048539391,1,Dormant,1.220040327977805e-07,1.5460116662734684e-07,0.9999997233948005,5.2282,3
13446.0,Can't Lose Them,3881.89,11,430,3097.059326926805,Premium,0.6494461811765511,1,Dormant,1.3881142391345903e-07,2.3029632374693503e-07,0.9999996308922524,5.2206,3
12585.0,About To Sleep,2040.1,2,234,2702.6282541300384,Premium,0.6601245048539391,1,Dormant,1.246309346467102e-07,1.5697791231315347e-07,0.9999997183911531,5.2165,3
16636.0,Can't Lose Them,3802.04,4,438,2603.529101304457,Premium,0.6630853147104254,1,Dormant,1.2559597833371775e-07,1.670781602381384e-07,0.9999997073258615,5.2152,3
12725.0,About To Sleep,2694.56,4,371,2695.1807877850592,Premium,0.6601245048539391,1,Dormant,1.2492137598930962e-07,1.6618074805717534e-07,0.9999997088978759,5.2147,3
17406.0,Can't Lose Them,4905.05,13,333,3501.5746134086244,Premium,0.6383761264022594,1,Dormant,1.4180706005144137e-07,2.6344058117397583e-07,0.9999995947523587,5.2099,3
15817.0,At Risk,2766.4,3,421,2649.303439135649,Premium,0.6601245048539391,1,Dormant,1.2461729282766888e-07,1.546011694460614e-07,0.9999997207815376,5.2034,3
14121.0,Lost,2780.15,4,4,2700.0987312934512,Premium,0.6578877521640424,1,Active,0.9999996018967039,2.3572326026762227e-07,1.6238003584107044e-07,5.1982,2
12986.0,Can't Lose Them,2729.84,10,429,2556.521638501491,Premium,0.6619638251594925,1,Dormant,1.380364830469807e-07,2.1771148786954952e-07,0.9999996442520291,5.1943,3
16067.0,At Risk,3395.29,3,563,2517.3283286074097,Premium,0.6630853147104254,1,Dormant,1.2266288368840307e-07,1.532773477093002e-07,0.9999997240597687,5.1929,3
12383.0,Lost,1850.56,5,185,2648.0923057776868,Premium,0.6578877521640424,1,Dormant,1.3810034708979654e-07,2.2090664819827795e-07,0.9999996409930046,5.1855,3
17451.0,Loyal Customers,1721.4,7,1,2634.987678696529,Premium,0.6578877521640424,1,Active,0.9999996637703803,1.8520382857912522e-07,1.5102579103065706e-07,5.1822,2
16336.0,Can't Lose Them,3517.69,4,421,2520.6094082317104,Premium,0.6608014143435005,1,Dormant,1.2296121890544827e-07,1.6692386595498656e-07,0.9999997101149151,5.1758,3
13868.0,Lost,3192.54,2,7,2594.838078153441,Premium,0.6578877521640424,1,Active,0.9999994632806225,3.448867305418566e-07,1.9183264695355333e-07,5.1721,2
16692.0,Can't Lose Them,1914.7,4,256,2593.973683188555,Premium,0.6578877521640424,1,Dormant,1.2541473537428002e-07,1.555907806686755e-07,0.9999997189944839,5.1719,3
14251.0,Loyal Customers,2879.7000000000003,5,2,2592.4018335304595,Premium,0.6578877521640424,1,Active,0.9999996265662572,2.1410059985053595e-07,1.593331428687506e-07,5.1715,2
15934.0,At Risk,2190.66,2,418,3739.888256491392,Premium,0.6272484790568076,1,Dormant,1.2202785182956824e-07,1.5248454179514912e-07,0.9999997254876064,5.1604,3
16197.0,Can't Lose Them,2016.71,9,469,2426.768988876505,Premium,0.6619638251594925,1,Dormant,1.2715381486886952e-07,2.167482279986953e-07,0.999999656097957,5.1598,3
14397.0,Loyal Customers,2612.96,19,3,4323.063292140572,Premium,0.616040671886701,1,Active,0.9999996649617889,1.816627414009747e-07,1.5337546947929906e-07,5.1575,2
15538.0,Can't Lose Them,3358.4,6,538,2433.4382556160153,Premium,0.6608580366926456,1,Dormant,1.2344424972547534e-07,1.5642648814123943e-07,0.9999997201292621,5.153,3
17528.0,Champions,3628.5,8,1,3690.8012094837045,Premium,0.6272484790568076,1,Active,0.9999996208873615,2.1762273905655122e-07,1.6148989942062727e-07,5.1521,2
13152.0,Can't Lose Them,2146.38,7,417,2374.924505130239,Premium,0.6619638251594925,1,Dormant,1.2563572829952635e-07,1.5363463678445615e-07,0.9999997207296349,5.1455,3
13755.0,Loyal Customers,2161.35,9,4,3555.4447524254774,Premium,0.6272484790568076,1,Active,0.9999996312653509,2.0863213582542723e-07,1.6010251320941926e-07,5.1287,2
15013.0,Can't Lose Them,1641.3,10,488,2655.6349558764546,Premium,0.650097062888202,1,Dormant,1.284074485609676e-07,2.1754271046842472e-07,0.999999654049841,5.1259,3
14634.0,At Risk,2124.46,4,438,2353.1915908945066,Premium,0.6601245048539391,1,Dormant,1.2200049184101614e-07,1.5459668020345617e-07,0.9999997234028278,5.1252,3
15614.0,At Risk,3147.36,4,438,2340.0623452574714,Premium,0.6601245048539391,1,Dormant,1.252892515408329e-07,1.6042450817185986e-07,0.9999997142862403,5.1215,3
13707.0,Can't Lose Them,3365.86,5,267,2395.8733264699,Premium,0.6578877521640424,1,Dormant,1.290778919187496e-07,1.6527594421347675e-07,0.9999997056461638,5.1196,3
15332.0,Can't Lose Them,6553.74,6,366,2382.3882234171965,Premium,0.6578877521640424,1,Dormant,1.2555580190104695e-07,2.071532156414026e-07,0.9999996672909824,5.1159,3
12369.0,At Risk,1791.15,3,413,2246.922478231257,High,0.6628588879879501,1,Dormant,1.2230077321282153e-07,1.6372149415334913e-07,0.9999997139777327,5.1158,3
14554.0,Lost,2381.04,4,10,2369.133683347148,Premium,0.6578877521640424,1,Active,0.9999995469937886,2.904937145913166e-07,1.6251249686478045e-07,5.1122,2
15113.0,Lost,3609.33,3,10,2368.4014183990266,Premium,0.6578877521640424,1,Active,0.9999994024082132,4.0029412006898295e-07,1.972976669624253e-07,5.112,2
16335.0,Can't Lose Them,2774.0,7,552,2251.9539503362003,High,0.6619638251594925,1,Dormant,1.2259410034975341e-07,1.5534920710550137e-07,0.9999997220566925,5.1104,3
12975.0,Can't Lose Them,2100.09,6,437,2363.171860774904,Premium,0.6574367633100501,1,Dormant,1.338506755358703e-07,1.8727138983797593e-07,0.9999996788779347,5.1071,3
13536.0,Loyal Customers,3448.29,7,1,3411.970859675991,Premium,0.6272484790568076,1,Active,0.9999996625096617,1.9188001323633168e-07,1.456103250429602e-07,5.1029,2
16795.0,About To Sleep,2492.39,3,365,2197.3613077796317,High,0.6630353051839336,1,Dormant,1.2492447598977578e-07,1.7226923148042783e-07,0.9999997028062926,5.1024,3
16167.0,Can't Lose Them,1386.12,5,414,2194.5935262543762,High,0.6630853147104254,1,Dormant,1.245320406417087e-07,1.7158287643073196e-07,0.999999703885083,5.1019,3
17822.0,Can't Lose Them,2188.5,5,420,2327.9112255033497,High,0.6578877521640424,1,Dormant,1.3006276809406489e-07,1.7656479079007715e-07,0.9999996933724412,5.1007,3
15629.0,At Risk,2240.9,4,450,2245.3275612696707,High,0.6601245048539391,1,Dormant,1.2276959481975816e-07,1.5460451929626807e-07,0.999999722625886,5.0942,3
16736.0,Can't Lose Them,2956.56,5,506,2165.402008604114,High,0.6630853147104254,1,Dormant,1.229621944516007e-07,1.6707815940744853e-07,0.9999997099596463,5.093,3
16351.0,Can't Lose Them,3330.03,13,333,4169.583667568208,Premium,0.6104121869791206,1,Dormant,1.5605347944914043e-07,2.757960399993286e-07,0.9999995681504805,5.0883,3
13665.0,About To Sleep,1711.66,3,386,2223.328025208995,High,0.6601245048539391,1,Dormant,1.2200403375180828e-07,1.5460116985007438e-07,0.9999997233947965,5.0877,3
12762.0,Lost,1898.52,2,8,2279.5491713934257,High,0.6578877521640424,1,Active,0.9999995937695565,2.391853977246224e-07,1.6704504576810856e-07,5.0869,2
15531.0,Lost,2007.44,2,8,2272.5473628710893,High,0.6578877521640424,1,Active,0.9999995613106384,2.650015268178007e-07,1.7368783485604794e-07,5.0849,2
18051.0,Can't Lose Them,2282.28,7,634,2185.7462509907673,High,0.6608580366926456,1,Dormant,1.260107989798351e-07,1.531352334042903e-07,0.9999997208539677,5.0821,3
15607.0,Can't Lose Them,1708.97,9,337,2267.3229862163416,High,0.6576198505631062,1,Dormant,1.242386917195582e-07,2.4173456008633373e-07,0.9999996340267481,5.0813,3
13478.0,Can't Lose Them,2215.78,5,469,2114.2000472639893,High,0.6630853147104254,1,Dormant,1.220040275991543e-07,1.558699604637097e-07,0.9999997221260118,5.0772,3
13239.0,Can't Lose Them,1594.69,5,262,2907.2554664926556,Premium,0.6364480963748347,1,Dormant,1.2300112917247406e-07,1.561662406232778e-07,0.9999997208326301,5.0759,3
17230.0,Can't Lose Them,9924.95,18,264,9457.788554464169,Premium,0.5539782313814705,1,Dormant,2.1635666817343624e-07,3.832766095326626e-07,0.9999994003667224,5.0715,3
15977.0,Potential Loyalists,1054.73,2,17,2207.449069731288,High,0.6578877521640424,1,Active,0.9999995022633178,3.1370457014218403e-07,1.8403211207581588e-07,5.0658,2
13407.0,At Risk,2244.7,3,579,2077.3981141734002,High,0.6630853147104254,1,Dormant,1.227696044804875e-07,1.5245737452361828e-07,0.999999724773021,5.0655,3
16010.0,Can't Lose Them,1724.06,11,246,2196.0917199506266,High,0.6578877521640424,1,Dormant,1.7394151488533985e-07,2.9291754765501836e-07,0.9999995331409374,5.0624,3
17241.0,Can't Lose Them,2744.14,12,385,2408.1816156367977,Premium,0.650097062888202,1,Dormant,1.4186726293984918e-07,2.329992010022197e-07,0.9999996251335361,5.0623,3
16510.0,Can't Lose Them,2100.0,6,372,2117.9981555173026,High,0.6608580366926456,1,Dormant,1.2502833130586776e-07,1.6837158757885528e-07,0.9999997066000811,5.0613,3
17908.0,Can't Lose Them,1411.54,5,374,2061.9265786118467,High,0.6630853147104254,1,Dormant,1.2452319910497196e-07,1.795084808416106e-07,0.9999996959683201,5.0606,3
16202.0,Can't Lose Them,2501.99,9,361,2461.859292426568,Premium,0.6477302768981167,1,Dormant,1.2714582277680847e-07,2.278377939306633e-07,0.9999996450163834,5.0582,3
17183.0,Loyal Customers,3347.31,6,8,2169.3932347262003,High,0.6578877521640424,1,Active,0.9999996494854374,1.9884528339819667e-07,1.5166927936907778e-07,5.0543,2
15413.0,Can't Lose Them,6798.72,5,692,3034.026264140348,Premium,0.6303353062140359,1,Dormant,1.2982488789953544e-07,1.5543185977864137e-07,0.9999997147432523,5.054,3
12978.0,Can't Lose Them,2502.82,5,385,2164.526071294967,High,0.6574367633100501,1,Dormant,1.2243733062967916e-07,1.828848796888302e-07,0.9999996946777898,5.0494,3
16244.0,About To Sleep,2579.38,2,212,2075.670726798993,High,0.6601245048539391,1,Dormant,1.2433749633680037e-07,1.6883759098050248e-07,0.9999997068249127,5.0424,3
13882.0,Loyal Customers,1191.13,5,3,2125.371394426125,High,0.6578877521640424,1,Active,0.9999996525098216,1.948550134019723e-07,1.5263516495087742e-07,5.0408,2
13786.0,Can't Lose Them,3358.94,6,367,2079.8244007134767,High,0.6594654138349123,1,Dormant,1.2291020664144758e-07,1.8360842281760732e-07,0.9999996934813704,5.0387,3
15638.0,Can't Lose Them,2265.2,6,379,2115.918863720233,High,0.6578877521640424,1,Dormant,1.23001130373109e-07,1.584333332077171e-07,0.9999997185655364,5.0379,3
12932.0,Can't Lose Them,1698.56,8,539,2043.1488563616522,High,0.6608580366926456,1,Dormant,1.2795157074583438e-07,2.0080695234066867e-07,0.9999996712414769,5.0375,3
16065.0,Can't Lose Them,2382.62,8,365,2111.9872004832505,High,0.6578877521640424,1,Dormant,1.6084248354789157e-07,2.708628612404163e-07,0.9999995682946553,5.0367,3
13704.0,Loyal Customers,2308.06,9,5,3070.2030791357374,Premium,0.6272484790568076,1,Active,0.9999996036954225,2.2055726248880731e-07,1.7574731503429766e-07,5.0367,2
13693.0,Can't Lose Them,2011.82,9,374,2032.8330356992747,High,0.6608580366926456,1,Dormant,1.2714642770185407e-07,2.3670982355897163e-07,0.9999996361437486,5.0342,3
17086.0,Loyal Customers,2050.08,6,7,3034.6310175216413,Premium,0.6272484790568076,1,Active,0.9999996468335594,1.9992511047155522e-07,1.5324133010037242e-07,5.0294,2
14360.0,Lost,2128.23,4,32,2077.142813702642,High,0.6578877521640424,1,Warming,3.994716506754376e-06,0.9999950444742999,9.608091932691117e-07,5.0258,2
15248.0,At Risk,1893.93,3,411,1996.4547868422217,High,0.6601245048539391,1,Dormant,1.2200403560886905e-07,1.5460117223133286e-07,0.999999723394792,5.0167,3
14136.0,Can't Lose Them,1570.81,5,401,1923.5306000995747,High,0.6630853147104254,1,Dormant,1.2453303069843862e-07,1.653045098494332e-07,0.9999997101624595,5.0145,3
14316.0,Can't Lose Them,1370.34,5,422,1986.0577027325646,High,0.6601245048539391,1,Dormant,1.2422963979620743e-07,1.5316192643120417e-07,0.9999997226084337,5.0133,3
13819.0,Can't Lose Them,2642.35,6,302,2554.417876536231,Premium,0.6385170204908206,1,Dormant,1.3419490251431127e-07,1.9706035193265746e-07,0.9999996687447454,5.0098,3
12985.0,Potential Loyalists,1239.38,2,1,2023.820191371621,High,0.6578877521640424,1,Active,0.9999996104540693,2.3073690075648387e-07,1.5880902993157507e-07,5.0087,2
17508.0,Can't Lose Them,4579.23,8,281,4098.207167720286,Premium,0.6019735610633743,1,Dormant,1.3166920884573339e-07,1.924826137380447e-07,0.9999996758481773,5.0075,3
16290.0,Can't Lose Them,2069.3,4,465,1964.243002632144,High,0.6601245048539391,1,Dormant,1.2276376078483881e-07,1.545966811636386e-07,0.9999997226395582,5.006,3
17113.0,Can't Lose Them,2322.59,6,574,1922.283364767893,High,0.6608580366926456,1,Dormant,1.2502472014474066e-07,1.5510693114978026e-07,0.9999997198683487,4.9973,3
18095.0,Can't Lose Them,2303.09,5,313,1987.5234049860373,High,0.6578877521640424,1,Dormant,1.2492111053085412e-07,1.6618072263485667e-07,0.9999997088981668,4.9968,3
