CustomerID,Recency,Frequency,Monetary,RFM_Score
13585.0,531,3,684.54,133
13595.0,517,3,818.22,133
13613.0,453,5,1039.8500000000001,143
13641.0,641,5,1016.47,143
13696.0,422,3,2020.4,134
13698.0,597,2,465.53000000000003,122
13723.0,217,6,1209.2,243
13729.0,436,3,724.73,133
13733.0,411,2,487.03000000000003,122
13734.0,509,4,6701.640000000001,135
13768.0,727,2,875.97,123
13770.0,422,4,785.37,133
13776.0,428,2,623.98,123
13783.0,488,4,1542.09,134
13785.0,429,4,542.49,132
13797.0,437,3,1179.45,133
13820.0,418,3,660.65,133
13834.0,577,2,324.19,122
13855.0,501,4,1310.3400000000001,134
13857.0,393,6,1001.01,243
13872.0,527,3,919.57,133
13916.0,464,4,1275.81,134
13920.0,432,4,1774.68,134
13935.0,597,3,6116.92,135
13957.0,418,3,458.25,132
13965.0,477,3,996.61,133
13997.0,519,3,382.31,132
13998.0,447,3,566.7,132
14010.0,565,2,445.15,122
14011.0,480,2,457.82,122
14026.0,471,2,713.11,123
14028.0,550,3,10396.5,135
14043.0,491,2,304.25,122
14058.0,463,2,469.19,122
14061.0,507,3,917.4300000000001,133
14091.0,654,2,9530.08,125
14097.0,481,2,422.86,122
14115.0,502,2,622.67,123
14151.0,673,2,679.45,123
14168.0,421,2,370.45,122
14169.0,431,2,624.4300000000001,123
14172.0,605,3,402.72,132
14176.0,297,5,916.01,243
14181.0,411,2,310.55,122
14182.0,444,4,678.77,133
14225.0,435,4,2037.02,134
14228.0,438,3,745.5,133
14230.0,436,3,979.8000000000001,133
14247.0,278,5,772.66,243
14253.0,493,2,363.40000000000003,122
14260.0,471,3,824.28,133
14275.0,396,6,1189.3799999999999,243
14283.0,463,4,628.44,133
14296.0,421,2,456.4,122
14302.0,431,3,742.9000000000001,133
14308.0,549,2,1147.02,123
14322.0,429,4,474.1,132
14343.0,421,4,1088.91,133
14369.0,642,2,469.13,122
14370.0,451,6,1175.78,143
14372.0,443,2,860.08,123
14425.0,435,3,661.39,133
14430.0,512,3,1220.9,133
14437.0,366,5,958.84,243
14454.0,376,5,977.3000000000001,243
14455.0,432,4,628.21,133
14469.0,416,4,2112.21,134
14471.0,591,2,400.95,122
14556.0,596,3,835.34,133
14558.0,654,3,655.5,133
14563.0,510,2,679.44,123
14564.0,435,2,2605.62,124
14611.0,444,2,604.33,122
14615.0,394,5,951.76,243
14616.0,243,5,527.78,242
14634.0,438,4,2124.46,134
14663.0,430,2,490.6,122
14671.0,549,2,1127.45,123
14686.0,414,5,885.83,143
14693.0,265,7,1165.3600000000001,243
14695.0,519,3,1620.07,134
14734.0,426,4,1056.42,133
14736.0,485,2,401.08,122
14771.0,621,2,594.62,122
14802.0,438,2,1502.98,124
14809.0,621,2,686.76,123
14826.0,582,2,385.2,122
14831.0,680,3,1676.57,134
14835.0,529,2,297.0,122
14838.0,423,2,773.6700000000001,123
14839.0,418,3,915.28,133
14872.0,484,3,816.6,133
14877.0,418,2,437.0,122
14909.0,437,3,1404.68,134
14917.0,597,2,1123.75,123
14933.0,444,4,1770.0,134
14938.0,562,2,2322.43,124
14940.0,418,2,531.49,122
14949.0,469,4,515.0,132
14990.0,612,2,305.42,122
14994.0,382,5,960.63,243
14996.0,481,2,442.28999999999996,122
15003.0,473,6,1060.7,143
15008.0,480,2,360.0,122
15055.0,475,3,560.07,132
15077.0,495,2,2428.08,124
15080.0,428,2,546.25,122
15102.0,531,2,554.67,122
15107.0,311,9,940.35,253
15126.0,537,2,449.49,122
15137.0,521,2,823.4,123
15151.0,423,2,2085.61,124
15183.0,548,3,639.93,133
15191.0,463,3,588.05,132
15196.0,433,2,316.25,122
15202.0,420,3,6001.49,135
15207.0,416,3,683.92,133
15224.0,358,5,871.36,243
15248.0,411,3,1893.93,134
15259.0,513,4,1182.3799999999999,133
15266.0,338,5,852.21,243
15268.0,479,3,961.9000000000001,133
15278.0,562,4,496.16,132
15309.0,611,4,797.96,133
15323.0,563,3,434.6,132
15331.0,500,3,767.91,133
15362.0,449,2,613.08,122
15418.0,425,2,452.32,122
15420.0,434,6,743.0,143
15430.0,468,2,954.75,123
15447.0,331,5,492.88,242
15461.0,461,2,429.7,122
15508.0,189,6,1000.27,243
15542.0,512,3,918.45,133
15546.0,607,2,1079.1000000000001,123
15586.0,593,3,1139.1000000000001,133
15600.0,428,4,1199.31,133
15614.0,438,4,3147.36,135
15627.0,457,2,566.9,122
15629.0,450,4,2240.9,134
15650.0,522,2,553.88,122
15661.0,317,8,1215.95,243
15666.0,472,2,632.94,123
15682.0,599,2,318.24,122
15711.0,557,2,420.25,122
15715.0,556,5,658.02,143
15717.0,234,5,607.0,242
15736.0,435,2,1815.72,124
15759.0,218,7,830.9300000000001,243
15760.0,631,2,13916.34,125
15771.0,604,3,1006.54,133
15784.0,468,2,848.33,123
15794.0,736,2,777.0,123
15798.0,493,3,1535.37,134
15817.0,421,3,2766.4,134
15824.0,453,2,890.94,123
15873.0,500,4,313.91999999999996,132
15878.0,562,2,330.77,122
15881.0,312,5,501.39,242
15890.0,395,5,535.65,242
15908.0,491,2,764.57,123
15917.0,248,5,560.63,242
15934.0,418,2,2190.66,124
15945.0,365,4,827.27,243
15946.0,503,3,2304.18,134
15956.0,551,2,617.6,122
15959.0,682,3,579.49,132
15960.0,374,4,410.95,242
16034.0,196,6,928.72,243
16039.0,424,2,456.4,122
16048.0,373,4,1075.23,243
16067.0,563,3,3395.29,135
16075.0,503,2,736.9300000000001,123
16088.0,576,2,1437.43,124
16130.0,422,4,987.48,143
16132.0,544,2,664.1999999999999,123
16155.0,382,5,796.9,243
16158.0,522,9,628.32,153
16159.0,282,4,1232.79,243
16166.0,428,2,435.83,122
16199.0,392,7,942.75,243
16226.0,203,5,672.17,243
16231.0,379,4,1078.22,243
16234.0,476,3,333.18,132
16246.0,460,2,827.25,123
16264.0,438,2,837.53,123
16273.0,648,2,336.03999999999996,122
16286.0,477,2,328.95,122
16300.0,430,3,1392.43,134
16306.0,214,7,1192.82,243
16307.0,429,3,1194.92,133
16310.0,414,2,460.08,122
16356.0,198,6,415.87,242
16387.0,323,5,918.55,243
16390.0,537,3,467.5,132
16391.0,401,4,1103.61,243
16428.0,414,3,660.28,133
16435.0,512,3,1011.5699999999999,133
16436.0,668,3,329.34,132
16452.0,631,2,332.17,122
16465.0,421,2,746.24,123
16471.0,275,4,1189.98,243
16472.0,434,2,789.6,123
16521.0,415,3,1148.01,133
16522.0,436,2,433.36,122
16524.0,446,2,308.14,122
16538.0,541,3,399.62,132
16544.0,520,4,376.70000000000005,142
16565.0,364,4,773.05,243
16568.0,428,2,1020.9,123
16576.0,420,2,540.87,122
16585.0,594,2,341.59000000000003,122
16604.0,563,2,432.45000000000005,122
16608.0,454,2,1288.72,124
16623.0,246,4,1015.24,243
16632.0,486,2,406.4,122
16658.0,368,6,814.07,243
16661.0,540,4,986.63,143
16675.0,442,2,608.86,122
16677.0,411,2,880.62,123
16683.0,534,1,320.25,122
16699.0,380,7,994.6,243
16702.0,415,4,1110.83,143
16704.0,618,2,695.66,123
16707.0,400,4,551.11,242
16749.0,591,2,4387.08,125
16769.0,260,4,1141.75,243
16772.0,423,3,3723.55,135
16783.0,437,1,391.95,122
16787.0,398,4,1035.43,243
16792.0,282,5,623.46,243
16798.0,554,3,848.71,133
16799.0,432,2,495.98,122
16802.0,679,2,582.61,122
16815.0,454,2,410.97,122
16827.0,393,5,392.13,242
16838.0,197,4,1159.6100000000001,243
16844.0,563,2,614.34,132
16854.0,417,2,1408.96,134
16857.0,443,1,352.8,122
16860.0,453,3,1610.62,134
16862.0,547,4,662.33,143
16864.0,434,2,409.25,132
16870.0,469,1,450.16,122
16894.0,502,3,1324.06,134
16920.0,411,1,355.45,122
16922.0,573,1,611.08,122
16939.0,489,3,449.0,132
16946.0,383,5,1222.04,243
16947.0,236,5,955.21,243
16958.0,435,1,809.44,123
16974.0,523,2,365.5,132
16975.0,423,3,926.12,133
16977.0,395,4,496.0,242
16991.0,421,1,1041.21,123
16993.0,464,2,1950.95,134
17003.0,402,4,830.16,243
17005.0,471,2,742.36,133
17012.0,725,1,384.16,122
17016.0,577,1,552.4,122
17020.0,542,2,935.62,133
17021.0,442,6,1182.22,143
17023.0,417,3,800.1800000000001,133
17028.0,581,3,1593.83,134
17035.0,246,4,613.59,242
17039.0,604,1,1954.99,124
17051.0,194,4,714.39,243
17057.0,596,1,294.74,122
17062.0,314,6,1208.22,243
17067.0,725,3,454.54,132
17077.0,578,1,306.0,122
17099.0,533,1,582.17,122
17103.0,722,1,424.3,122
17104.0,424,1,474.03000000000003,122
17116.0,648,1,389.78,122
17127.0,429,5,1155.0300000000002,143
17132.0,452,2,1272.8,134
17137.0,416,6,1133.63,143
17141.0,418,4,754.33,143
17143.0,417,2,924.11,133
17156.0,492,1,591.87,122
17161.0,444,1,856.01,123
17168.0,499,1,400.2,122
17178.0,731,1,436.71000000000004,122
17182.0,423,2,321.3,132
17195.0,655,1,562.98,122
17196.0,428,1,352.9,122
17200.0,387,4,356.71,242
17207.0,652,1,303.21999999999997,122
17209.0,649,3,611.6,132
17239.0,313,4,1189.45,243
17270.0,469,2,604.4,132
17281.0,374,6,797.85,243
17285.0,628,2,428.34,132
17294.0,669,2,467.79,132
17296.0,730,1,338.13,122
17305.0,649,1,2135.46,124
17322.0,376,5,922.59,243
17332.0,528,5,838.27,143
17342.0,380,4,1227.54,243
17356.0,312,5,946.47,243
17358.0,303,5,866.05,243
17362.0,239,7,1024.04,243
17366.0,432,2,1096.24,133
17369.0,456,1,979.2,123
17375.0,199,4,660.55,243
17380.0,434,3,645.0,133
17393.0,411,2,381.15000000000003,132
17407.0,412,1,552.9,122
17435.0,411,1,331.35,122
17437.0,530,1,373.17,122
17439.0,656,1,325.74,122
17441.0,732,1,293.35,122
17471.0,475,1,321.65000000000003,122
17472.0,191,4,935.1,243
17474.0,600,1,1047.0,123
17477.0,613,2,1144.3,133
17479.0,633,1,389.26000000000005,122
17482.0,487,2,778.19,133
17488.0,641,1,336.5,122
17518.0,426,2,329.42,132
17529.0,610,2,1240.25,133
17539.0,618,4,1226.57,143
17548.0,234,4,731.26,243
17563.0,578,2,392.38,132
17568.0,633,1,382.79,122
17577.0,645,2,348.75,132
17578.0,218,7,1047.33,243
17580.0,253,5,545.27,242
17604.0,217,6,945.9300000000001,243
17617.0,559,1,395.33,122
17622.0,598,2,1130.21,133
17627.0,479,1,296.36,122
17635.0,424,3,1265.58,134
17638.0,647,2,842.4000000000001,133
17639.0,276,6,615.17,242
17662.0,662,2,412.92,132
17665.0,493,1,563.1,122
17681.0,597,5,731.2,143
17687.0,421,1,432.68,122
17691.0,358,4,780.0500000000001,243
17699.0,477,2,442.0,132
17710.0,424,1,293.5,122
17713.0,382,4,1198.09,243
17717.0,421,1,376.92,122
17721.0,659,1,307.21000000000004,122
17726.0,395,7,1092.06,243
17729.0,596,1,438.65000000000003,122
17740.0,389,6,426.90000000000003,242
17745.0,478,2,600.34,132
17746.0,240,4,904.1800000000001,243
17748.0,527,1,358.15,122
17753.0,464,4,390.56,142
17770.0,199,5,1143.27,243
17773.0,514,2,585.27,132
17780.0,667,3,352.91,132
17792.0,467,2,370.05,132
17801.0,451,3,798.33,133
17810.0,669,2,374.81,132
17823.0,421,2,494.25,132
17825.0,599,4,731.96,143
17833.0,723,1,342.36,122
17834.0,415,2,730.47,133
17842.0,602,1,430.69,122
17845.0,555,4,598.19,142
17849.0,218,8,1063.76,253
17860.0,369,4,1015.54,243
17871.0,205,5,1118.99,243
17889.0,212,7,774.87,243
17907.0,641,1,291.76,122
17912.0,310,6,375.5,242
17918.0,501,3,396.39,132
17927.0,722,1,294.0,122
17945.0,697,3,360.35,132
17952.0,378,4,819.61,243
17955.0,199,6,949.9,243
17963.0,471,4,651.51,143
17968.0,374,4,888.04,243
18025.0,380,6,1177.72,243
18026.0,501,2,2074.07,134
18029.0,642,1,433.77,122
18039.0,374,4,579.17,242
18049.0,437,2,556.52,132
18052.0,565,1,10877.18,125
18070.0,669,1,314.1,122
18078.0,217,4,844.6,243
18089.0,447,1,428.45,122
18090.0,422,1,349.4,122
18091.0,593,1,360.85,122
18100.0,550,1,451.56,122
18111.0,589,1,405.85,122
18128.0,537,1,420.04,122
18134.0,598,2,445.0,132
18140.0,474,1,536.41,122
18152.0,646,1,426.69,122
18162.0,732,1,379.15999999999997,122
18163.0,584,1,728.84,123
18186.0,723,1,329.58000000000004,122
18187.0,632,1,724.89,123
18190.0,192,5,745.62,243
18199.0,684,1,344.75,122
18201.0,723,1,447.53000000000003,122
18206.0,553,1,314.65999999999997,122
18207.0,499,1,544.47,122
18208.0,566,1,360.08,122
18218.0,211,4,1142.0,243
18243.0,414,1,515.78,122
18244.0,431,2,568.64,132
18247.0,415,3,839.73,133
18253.0,643,1,317.88,122
18264.0,499,1,603.25,122
18271.0,610,2,680.85,133
18275.0,578,2,741.85,133
18284.0,432,1,461.68,122
18285.0,661,1,427.0,122
18286.0,477,2,1296.43,134
